county_code,gps_county,feed_id,neighbor_values,neighbor_distances
4005,"(35.615070833333334, -111.60136666666666)",65,"[np.float64(1.420377531460674), np.float64(1.3273985235955057)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",105,"[np.float64(0.2961690098901098), np.float64(0.3545503142857142)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",106,"[np.float64(0.2961690098901098), np.float64(0.3545503142857142)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",107,"[np.float64(0.2961690098901098), np.float64(0.3545503142857142)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",108,"[np.float64(0.2961690098901098), np.float64(0.3545503142857142)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",109,"[np.float64(0.5524392177777778), np.float64(0.4691546311111111)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",110,"[np.float64(0.5524392177777778), np.float64(0.4691546311111111)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",111,"[np.float64(0.5524392177777778), np.float64(0.4691546311111111)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",164,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",165,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",166,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",167,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",169,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",170,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
4005,"(35.615070833333334, -111.60136666666666)",171,"[np.float64(1.594817618888889), np.float64(1.6168955)]","[139.81482015788097, 127.95774866999056]"
